Region,Grade,Sample Name,Absorbance,Concentration,Dry matter content,Caffiene Content
Sabaragamuwa Region,BOPF,SAB_BOPF_02817,0.357,18.21,93.13,
Sabaragamuwa Region,BOPF,SAB_BOPF_07775,0.378,23.28,91.96,
Sabaragamuwa Region,BOPF,SAB_BOPF_09784,0.272,20.44,93.96,
Sabaragamuwa Region,BOPF,SAB_BOPF_15378,0.366,21.54,94.22,
Sabaragamuwa Region,BOPF,SAB_BOPF_10183,0.372,22.13,95.54,
Sabaragamuwa Region,BOPF,SAB_BOPF_33093,0.36,22.19,91.62,
Sabaragamuwa Region,BOPF,SAB_BOPF_08799,0.348,20.05,92.39,
Sabaragamuwa Region,BOPF,SAB_BOPF_14966,0.287,18.61,93.87,
Sabaragamuwa Region,BOPF,SAB_BOPF_16388,0.302,18.66,94.69,
Sabaragamuwa Region,BOPF,SAB_BOPF_09138,0.369,17.98,93.25,
Sabaragamuwa Region,BOPF,SAB_BOPF_36030,0.304,18.04,93.05,
Sabaragamuwa Region,BOPF,SAB_BOPF_31815,0.316,19.02,95.17,
Sabaragamuwa Region,BOPF,SAB_BOPF_26295,0.315,16.16,92.4,
Sabaragamuwa Region,BOPF,SAB_BOPF_24830,0.313,19.72,91.43,
Sabaragamuwa Region,BOPF,SAB_BOPF_00212,0.342,20.26,95.83,
Sabaragamuwa Region,BOPF,SAB_BOPF_11765,0.254,18.33,93.29,
Sabaragamuwa Region,BOPF,SAB_BOPF_30788,0.312,22.9,92.19,
Sabaragamuwa Region,BOPF,SAB_BOPF_39230,0.326,19.79,95.19,
Sabaragamuwa Region,BOPF,SAB_BOPF_09085,0.379,17.8,95.17,
Sabaragamuwa Region,BOPF,SAB_BOPF_38853,0.357,18.54,93.52,
Sabaragamuwa Region,BOPF,SAB_BOPF_25849,0.348,19.3,94.93,
Sabaragamuwa Region,BOPF,SAB_BOPF_07041,0.278,14.28,95.4,
Sabaragamuwa Region,BOPF,SAB_BOPF_30861,0.283,22.56,93.9,
Sabaragamuwa Region,BOPF,SAB_BOPF_01374,0.411,19.22,94.06,
Sabaragamuwa Region,BOPF,SAB_BOPF_35807,0.298,15.48,93.32,
Sabaragamuwa Region,BOPF,SAB_BOPF_13442,0.294,15.82,93.14,
Sabaragamuwa Region,BOPF,SAB_BOPF_10920,0.332,19.99,94.23,
Sabaragamuwa Region,BOPF,SAB_BOPF_21138,0.338,16.64,94.11,
Sabaragamuwa Region,BOPF,SAB_BOPF_19293,0.31,16.62,94.69,
Sabaragamuwa Region,BOPF,SAB_BOPF_33700,0.335,20.62,95.37,
Sabaragamuwa Region,BOPF,SAB_BOPF_37169,0.356,15.91,94.73,
Sabaragamuwa Region,BOPF,SAB_BOPF_09521,0.308,17.18,93.59,
Sabaragamuwa Region,BOPF,SAB_BOPF_21014,0.297,17.8,94.58,
Sabaragamuwa Region,BOPF,SAB_BOPF_26211,0.302,20.3,92.44,
Sabaragamuwa Region,BOPF,SAB_BOPF_27836,0.358,17.95,92.73,
Sabaragamuwa Region,BOPF,SAB_BOPF_22951,0.341,18.47,93.47,
Sabaragamuwa Region,BOPF,SAB_BOPF_30707,0.358,19.93,94.24,
Sabaragamuwa Region,BOPF,SAB_BOPF_10624,0.375,15.93,94.09,
Sabaragamuwa Region,BOPF,SAB_BOPF_18152,0.248,22.34,92.61,
Sabaragamuwa Region,BOPF,SAB_BOPF_07496,0.3,20.71,94.5,
Sabaragamuwa Region,BOPF,SAB_BOPF_29969,0.317,20.16,93.18,
Sabaragamuwa Region,BOPF,SAB_BOPF_38730,0.324,16.43,93.88,
Sabaragamuwa Region,BOPF,SAB_BOPF_33707,0.289,18.85,95.39,
Sabaragamuwa Region,BOPF,SAB_BOPF_15481,0.332,19.24,93.59,
Sabaragamuwa Region,BOPF,SAB_BOPF_13962,0.295,16.58,93.23,
Sabaragamuwa Region,BOPF,SAB_BOPF_36040,0.323,20.02,94.87,
Sabaragamuwa Region,BOPF,SAB_BOPF_26754,0.385,22.69,92.97,
Sabaragamuwa Region,BOPF,SAB_BOPF_07905,0.332,18.42,92.01,
Sabaragamuwa Region,BOPF,SAB_BOPF_39347,0.353,15.19,94.58,
Sabaragamuwa Region,BOPF,SAB_BOPF_18857,0.391,24.09,95.73,
Sabaragamuwa Region,BOPF,SAB_BOPF_28909,0.343,18.27,93.44,
Sabaragamuwa Region,BOPF,SAB_BOPF_06468,0.396,18.9,94.65,
Sabaragamuwa Region,BOPF,SAB_BOPF_08938,0.348,16.66,95.45,
Sabaragamuwa Region,BOPF,SAB_BOPF_12086,0.347,19.54,96.27,
Sabaragamuwa Region,BOPF,SAB_BOPF_10723,0.406,16.58,93.82,
Sabaragamuwa Region,BOPF,SAB_BOPF_37601,0.312,17.34,95.01,
Sabaragamuwa Region,BOPF,SAB_BOPF_26618,0.301,17.22,93.66,
Sabaragamuwa Region,BOPF,SAB_BOPF_24110,0.378,20.8,94.89,
Sabaragamuwa Region,BOPF,SAB_BOPF_34899,0.367,19.29,92.71,
Sabaragamuwa Region,BOPF,SAB_BOPF_31751,0.289,15.91,93.01,
Sabaragamuwa Region,BOPF,SAB_BOPF_06126,0.313,15.24,93.53,
Sabaragamuwa Region,BOPF,SAB_BOPF_17597,0.349,20.33,92.99,
Sabaragamuwa Region,BOPF,SAB_BOPF_34310,0.297,17.82,92.36,
Sabaragamuwa Region,BOPF,SAB_BOPF_34992,0.367,19.25,95.84,
Sabaragamuwa Region,BOPF,SAB_BOPF_21751,0.36,19.48,94.42,
Sabaragamuwa Region,BOPF,SAB_BOPF_27040,0.359,22.62,92.42,
Sabaragamuwa Region,BOPF,SAB_BOPF_33769,0.355,20.75,93.61,
Sabaragamuwa Region,BOPF,SAB_BOPF_36389,0.269,19.61,94.81,
Sabaragamuwa Region,BOPF,SAB_BOPF_16898,0.379,16.7,93.74,
Sabaragamuwa Region,BOPF,SAB_BOPF_38804,0.41,20.45,95.02,
Sabaragamuwa Region,BOPF,SAB_BOPF_22192,0.331,21.38,94.63,
Sabaragamuwa Region,BOPF,SAB_BOPF_37135,0.326,17.38,95.29,
Sabaragamuwa Region,BOPF,SAB_BOPF_15971,0.387,17.97,91.83,
Sabaragamuwa Region,BOPF,SAB_BOPF_05634,0.323,18.44,92.38,
Sabaragamuwa Region,BOPF,SAB_BOPF_16124,0.335,17.52,94.34,
Sabaragamuwa Region,BOPF,SAB_BOPF_22286,0.317,17.28,94.78,
Sabaragamuwa Region,BOPF,SAB_BOPF_35983,0.313,19.49,94.13,
Sabaragamuwa Region,BOPF,SAB_BOPF_13306,0.351,18.99,93.61,
Sabaragamuwa Region,BOPF,SAB_BOPF_31149,0.383,17.66,90.8,
Sabaragamuwa Region,BOPF,SAB_BOPF_38483,0.342,20.06,94.56,
Sabaragamuwa Region,BOPF,SAB_BOPF_23932,0.365,15.24,93.4,
Sabaragamuwa Region,BOPF,SAB_BOPF_27339,0.277,16.31,94.26,
Sabaragamuwa Region,BOPF,SAB_BOPF_26663,0.281,20.89,94.89,
Sabaragamuwa Region,BOPF,SAB_BOPF_09837,0.25,22.13,95.68,
Sabaragamuwa Region,BOPF,SAB_BOPF_08835,0.326,21.38,94.51,
Sabaragamuwa Region,BOPF,SAB_BOPF_07355,0.284,16.27,91.75,
Sabaragamuwa Region,BOPF,SAB_BOPF_37612,0.362,16.01,96.8,
Sabaragamuwa Region,BOPF,SAB_BOPF_37159,0.353,20.61,95.15,
Sabaragamuwa Region,BOPF,SAB_BOPF_26222,0.284,17.88,94.04,
Sabaragamuwa Region,BOPF,SAB_BOPF_15948,0.358,16.08,94.58,
Sabaragamuwa Region,BOPF,SAB_BOPF_05026,0.326,20.37,92.49,
Sabaragamuwa Region,BOPF,SAB_BOPF_25968,0.345,18.88,94.87,
Sabaragamuwa Region,BOPF,SAB_BOPF_28490,0.297,17.76,94.49,
Sabaragamuwa Region,BOPF,SAB_BOPF_04202,0.351,19.28,93.54,
Sabaragamuwa Region,BOPF,SAB_BOPF_35697,0.308,14.67,92.85,
Sabaragamuwa Region,BOPF,SAB_BOPF_17504,0.419,16.54,91.67,
Sabaragamuwa Region,BOPF,SAB_BOPF_34386,0.291,19.2,95.26,
Sabaragamuwa Region,BOPF,SAB_BOPF_07379,0.321,20.43,93.63,
Sabaragamuwa Region,BOPF,SAB_BOPF_24754,0.351,16.11,92.16,
Sabaragamuwa Region,BOPF,SAB_BOPF_09004,0.351,19.4,94.63,
Sabaragamuwa Region,BOPF,SAB_BOPF_07339,0.348,16.15,94.59,
Sabaragamuwa Region,BOPF,SAB_BOPF_28548,0.332,19.25,95.61,
Sabaragamuwa Region,BOPF,SAB_BOPF_01514,0.348,20.68,92.6,
Sabaragamuwa Region,BOPF,SAB_BOPF_06292,0.3,20.66,92.72,
Sabaragamuwa Region,BOPF,SAB_BOPF_06714,0.375,17.26,93.33,
Sabaragamuwa Region,BOPF,SAB_BOPF_30622,0.333,21.48,93.84,
Sabaragamuwa Region,BOPF,SAB_BOPF_17272,0.346,21.03,92.95,
Sabaragamuwa Region,BOPF,SAB_BOPF_12365,0.36,20.29,92.45,
Sabaragamuwa Region,BOPF,SAB_BOPF_30519,0.371,15.46,93.61,
Sabaragamuwa Region,BOPF,SAB_BOPF_31121,0.351,16.67,93.57,
Sabaragamuwa Region,BOPF,SAB_BOPF_28269,0.409,18.93,92.53,
Sabaragamuwa Region,BOPF,SAB_BOPF_15377,0.312,17.0,94.35,
Sabaragamuwa Region,BOPF,SAB_BOPF_25034,0.342,19.45,93.29,
Sabaragamuwa Region,BOPF,SAB_BOPF_11607,0.331,18.62,94.62,
Sabaragamuwa Region,BOPF,SAB_BOPF_27798,0.363,20.49,92.01,
Sabaragamuwa Region,BOPF,SAB_BOPF_36685,0.369,17.57,94.53,
Sabaragamuwa Region,BOPF,SAB_BOPF_23193,0.328,18.22,93.82,
Sabaragamuwa Region,BOPF,SAB_BOPF_20881,0.328,16.52,94.62,
Sabaragamuwa Region,BOPF,SAB_BOPF_20068,0.343,18.78,93.05,
Sabaragamuwa Region,BOPF,SAB_BOPF_20966,0.371,16.05,93.82,
Sabaragamuwa Region,BOPF,SAB_BOPF_39569,0.404,16.31,95.55,
Sabaragamuwa Region,BOPF,SAB_BOPF_08188,0.328,17.64,94.68,
Sabaragamuwa Region,BOPF,SAB_BOPF_39354,0.384,17.73,96.17,
Sabaragamuwa Region,BOPF,SAB_BOPF_24103,0.361,16.43,96.41,
Sabaragamuwa Region,BOPF,SAB_BOPF_11544,0.322,16.74,94.66,
Sabaragamuwa Region,BOPF,SAB_BOPF_13546,0.264,20.49,94.11,
Sabaragamuwa Region,BOPF,SAB_BOPF_38068,0.324,19.8,92.85,
Sabaragamuwa Region,BOPF,SAB_BOPF_10794,0.318,19.31,91.68,
Sabaragamuwa Region,BOPF,SAB_BOPF_03554,0.383,15.48,94.63,
Sabaragamuwa Region,BOPF,SAB_BOPF_32660,0.322,19.83,94.67,
Sabaragamuwa Region,BOPF,SAB_BOPF_10110,0.301,18.05,93.93,
Sabaragamuwa Region,BOPF,SAB_BOPF_05319,0.39,17.93,93.5,
Sabaragamuwa Region,BOPF,SAB_BOPF_25690,0.364,18.2,94.83,
Sabaragamuwa Region,BOPF,SAB_BOPF_01847,0.313,19.68,93.89,
Sabaragamuwa Region,BOPF,SAB_BOPF_33238,0.289,19.14,95.09,
Sabaragamuwa Region,BOPF,SAB_BOPF_22034,0.328,19.09,96.24,
Sabaragamuwa Region,BOPF,SAB_BOPF_33200,0.304,18.39,95.84,
Sabaragamuwa Region,BOPF,SAB_BOPF_38152,0.305,15.39,96.8,
Sabaragamuwa Region,BOPF,SAB_BOPF_30504,0.358,18.76,92.78,
Sabaragamuwa Region,BOPF,SAB_BOPF_37523,0.376,18.1,93.41,
Sabaragamuwa Region,BOPF,SAB_BOPF_19594,0.347,16.17,94.0,
Sabaragamuwa Region,BOPF,SAB_BOPF_02030,0.294,19.78,90.8,
Sabaragamuwa Region,BOPF,SAB_BOPF_35134,0.3,17.82,94.35,
Sabaragamuwa Region,BOPF,SAB_BOPF_09619,0.322,16.33,94.7,
Sabaragamuwa Region,BOPF,SAB_BOPF_23316,0.381,20.93,96.51,
Sabaragamuwa Region,BOPF,SAB_BOPF_30120,0.311,19.19,95.12,
Sabaragamuwa Region,BOPF,SAB_BOPF_36467,0.325,18.04,95.17,
Sabaragamuwa Region,BOPF,SAB_BOPF_06167,0.362,20.72,97.1,
Sabaragamuwa Region,BOPF,SAB_BOPF_12715,0.311,21.71,94.1,
Sabaragamuwa Region,BOPF,SAB_BOPF_10978,0.353,17.4,93.18,
Sabaragamuwa Region,BOPF,SAB_BOPF_29508,0.339,18.71,93.46,
Sabaragamuwa Region,BOPF,SAB_BOPF_05149,0.37,19.95,93.92,
Sabaragamuwa Region,BOPF,SAB_BOPF_26859,0.342,22.15,95.13,
Sabaragamuwa Region,BOPF,SAB_BOPF_03561,0.329,19.29,92.54,
Sabaragamuwa Region,BOPF,SAB_BOPF_04725,0.356,20.22,94.81,
Sabaragamuwa Region,BOPF,SAB_BOPF_22397,0.347,18.91,96.56,
Sabaragamuwa Region,BOPF,SAB_BOPF_05869,0.392,15.83,94.24,
Sabaragamuwa Region,BOPF,SAB_BOPF_34760,0.41,20.91,92.01,
Sabaragamuwa Region,BOPF,SAB_BOPF_17434,0.361,17.21,94.28,
Sabaragamuwa Region,BOPF,SAB_BOPF_21286,0.309,19.18,94.09,
Sabaragamuwa Region,BOPF,SAB_BOPF_23820,0.346,21.56,94.56,
Sabaragamuwa Region,BOPF,SAB_BOPF_25461,0.338,21.78,92.66,
Sabaragamuwa Region,BOPF,SAB_BOPF_30629,0.377,19.45,91.72,
Sabaragamuwa Region,BOPF,SAB_BOPF_15293,0.302,17.84,93.6,
Sabaragamuwa Region,BOPF,SAB_BOPF_34090,0.339,14.73,93.34,
Sabaragamuwa Region,BOPF,SAB_BOPF_35542,0.363,19.68,92.55,
Sabaragamuwa Region,BOPF,SAB_BOPF_02686,0.314,17.82,93.78,
Sabaragamuwa Region,BOPF,SAB_BOPF_25873,0.315,17.5,93.96,
Sabaragamuwa Region,BOPF,SAB_BOPF_26725,0.295,23.41,91.9,
Sabaragamuwa Region,BOPF,SAB_BOPF_38111,0.402,16.54,91.8,
Sabaragamuwa Region,BOPF,SAB_BOPF_16186,0.332,19.6,93.9,
Sabaragamuwa Region,BOPF,SAB_BOPF_31848,0.379,19.91,92.37,
Sabaragamuwa Region,BOPF,SAB_BOPF_19595,0.36,20.29,95.99,
Sabaragamuwa Region,BOPF,SAB_BOPF_18859,0.333,19.54,93.77,
Sabaragamuwa Region,BOPF,SAB_BOPF_34953,0.331,18.88,94.73,
Sabaragamuwa Region,BOPF,SAB_BOPF_27722,0.362,16.59,92.32,
Sabaragamuwa Region,BOPF,SAB_BOPF_25677,0.335,16.73,95.83,
Sabaragamuwa Region,BOPF,SAB_BOPF_01493,0.368,19.57,94.62,
Sabaragamuwa Region,BOPF,SAB_BOPF_35412,0.289,16.24,92.77,
Sabaragamuwa Region,BOPF,SAB_BOPF_03391,0.403,17.36,95.62,
Sabaragamuwa Region,BOPF,SAB_BOPF_26523,0.319,19.66,95.65,
Sabaragamuwa Region,BOPF,SAB_BOPF_30225,0.291,16.16,96.17,
Sabaragamuwa Region,BOPF,SAB_BOPF_16345,0.298,21.17,94.69,
Sabaragamuwa Region,BOPF,SAB_BOPF_36312,0.331,18.07,95.72,
Sabaragamuwa Region,BOPF,SAB_BOPF_37604,0.287,22.82,92.7,
Sabaragamuwa Region,BOPF,SAB_BOPF_27874,0.345,22.44,93.07,
Sabaragamuwa Region,BOPF,SAB_BOPF_33362,0.349,21.35,96.47,
Sabaragamuwa Region,BOPF,SAB_BOPF_17047,0.384,20.1,90.88,
Sabaragamuwa Region,BOPF,SAB_BOPF_16081,0.356,18.86,95.1,
Sabaragamuwa Region,BOPF,SAB_BOPF_38301,0.303,20.0,94.62,
Sabaragamuwa Region,BOPF,SAB_BOPF_36532,0.322,22.34,94.76,
Sabaragamuwa Region,BOPF,SAB_BOPF_01783,0.373,17.62,93.8,
Sabaragamuwa Region,BOPF,SAB_BOPF_21053,0.31,18.96,95.4,
Sabaragamuwa Region,BOPF,SAB_BOPF_29168,0.32,18.94,95.39,
Sabaragamuwa Region,BOPF,SAB_BOPF_00710,0.374,21.43,91.78,
Sabaragamuwa Region,BOPF,SAB_BOPF_00963,0.259,18.73,94.72,
Sabaragamuwa Region,BOPF,SAB_BOPF_15838,0.32,20.11,93.75,
Sabaragamuwa Region,BOPF,SAB_BOPF_06031,0.356,18.47,96.59,
Sabaragamuwa Region,BOPF,SAB_BOPF_15783,0.365,16.95,91.27,
Sabaragamuwa Region,BOPF,SAB_BOPF_02819,0.374,17.91,94.77,
Sabaragamuwa Region,BOPF,SAB_BOPF_24543,0.457,17.68,93.72,
Sabaragamuwa Region,BOPF,SAB_BOPF_24293,0.328,21.59,94.93,
Sabaragamuwa Region,BOPF,SAB_BOPF_14717,0.295,22.32,95.48,
Sabaragamuwa Region,BOPF,SAB_BOPF_37747,0.371,18.76,93.08,
Sabaragamuwa Region,BOPF,SAB_BOPF_21314,0.296,20.06,93.34,
Sabaragamuwa Region,BOPF,SAB_BOPF_00422,0.366,16.62,91.21,
Sabaragamuwa Region,BOPF,SAB_BOPF_08519,0.323,16.08,94.0,
Sabaragamuwa Region,BOPF,SAB_BOPF_10628,0.238,19.24,94.15,
Sabaragamuwa Region,BOPF,SAB_BOPF_09713,0.341,22.1,94.1,
Sabaragamuwa Region,BOPF,SAB_BOPF_37094,0.297,18.62,95.42,
Sabaragamuwa Region,BOPF,SAB_BOPF_21425,0.319,18.19,94.99,
Sabaragamuwa Region,BOPF,SAB_BOPF_04465,0.316,16.62,95.69,
Sabaragamuwa Region,BOPF,SAB_BOPF_34539,0.401,19.64,94.14,
Sabaragamuwa Region,BOPF,SAB_BOPF_11874,0.341,16.49,95.86,
Sabaragamuwa Region,BOPF,SAB_BOPF_16144,0.348,18.9,92.16,
Sabaragamuwa Region,BOPF,SAB_BOPF_22269,0.317,19.36,93.72,
Sabaragamuwa Region,BOPF,SAB_BOPF_37098,0.415,19.21,94.96,
Sabaragamuwa Region,BOPF,SAB_BOPF_05093,0.422,16.38,94.89,
Sabaragamuwa Region,BOPF,SAB_BOPF_38933,0.329,19.1,95.4,
Sabaragamuwa Region,BOPF,SAB_BOPF_05675,0.387,15.35,91.89,
Sabaragamuwa Region,BOPF,SAB_BOPF_31391,0.357,18.72,92.42,
Sabaragamuwa Region,BOPF,SAB_BOPF_36236,0.254,19.01,95.18,
Sabaragamuwa Region,BOPF,SAB_BOPF_00231,0.313,21.23,95.15,
Sabaragamuwa Region,BOPF,SAB_BOPF_36539,0.341,16.62,92.73,
Sabaragamuwa Region,BOPF,SAB_BOPF_39276,0.287,20.82,94.73,
Sabaragamuwa Region,BOPF,SAB_BOPF_18832,0.281,20.98,92.77,
Sabaragamuwa Region,BOPF,SAB_BOPF_19773,0.363,18.16,94.14,
Sabaragamuwa Region,BOPF,SAB_BOPF_11423,0.32,20.21,94.06,
Sabaragamuwa Region,BOPF,SAB_BOPF_25633,0.318,17.89,93.14,
Sabaragamuwa Region,BOPF,SAB_BOPF_39905,0.384,19.75,93.99,
Sabaragamuwa Region,BOPF,SAB_BOPF_11213,0.394,22.52,91.68,
Sabaragamuwa Region,BOPF,SAB_BOPF_02624,0.316,18.75,94.69,
Sabaragamuwa Region,BOPF,SAB_BOPF_10753,0.334,22.6,93.71,
Sabaragamuwa Region,BOPF,SAB_BOPF_00125,0.394,20.12,92.48,
Sabaragamuwa Region,BOPF,SAB_BOPF_32204,0.306,21.16,93.77,
Sabaragamuwa Region,BOPF,SAB_BOPF_32340,0.301,18.11,94.26,
Sabaragamuwa Region,BOPF,SAB_BOPF_01267,0.327,20.9,95.38,
Sabaragamuwa Region,BOPF,SAB_BOPF_06531,0.356,18.72,92.4,
Sabaragamuwa Region,BOPF,SAB_BOPF_28639,0.334,18.36,92.63,
Sabaragamuwa Region,BOPF,SAB_BOPF_02516,0.329,18.52,94.61,
Sabaragamuwa Region,BOPF,SAB_BOPF_05579,0.331,21.69,94.04,
Sabaragamuwa Region,BOPF,SAB_BOPF_31066,0.32,19.21,93.57,
Sabaragamuwa Region,BOPF,SAB_BOPF_20758,0.33,19.23,94.8,
Sabaragamuwa Region,BOPF,SAB_BOPF_12218,0.326,17.39,92.89,
Sabaragamuwa Region,BOPF,SAB_BOPF_13572,0.43,21.28,93.63,
Sabaragamuwa Region,BOPF,SAB_BOPF_03539,0.336,21.19,94.52,
Sabaragamuwa Region,BOPF,SAB_BOPF_29525,0.228,18.99,96.37,
Sabaragamuwa Region,BOPF,SAB_BOPF_02803,0.354,20.21,92.61,
Sabaragamuwa Region,BOPF,SAB_BOPF_01028,0.403,18.14,93.55,
Sabaragamuwa Region,BOPF,SAB_BOPF_25536,0.336,18.6,92.99,
Sabaragamuwa Region,BOPF,SAB_BOPF_11246,0.397,20.37,93.72,
Sabaragamuwa Region,BOPF,SAB_BOPF_33118,0.343,18.09,93.92,
Sabaragamuwa Region,BOPF,SAB_BOPF_36846,0.369,19.3,90.91,
Sabaragamuwa Region,BOPF,SAB_BOPF_10403,0.283,15.31,92.23,
Sabaragamuwa Region,BOPF,SAB_BOPF_06544,0.307,18.85,92.65,
Sabaragamuwa Region,BOPF,SAB_BOPF_38579,0.359,18.12,95.86,
Sabaragamuwa Region,BOPF,SAB_BOPF_23793,0.31,16.32,92.05,
Sabaragamuwa Region,BOPF,SAB_BOPF_15991,0.317,19.81,94.14,
Sabaragamuwa Region,BOPF,SAB_BOPF_21520,0.331,20.48,92.49,
Sabaragamuwa Region,BOPF,SAB_BOPF_34722,0.452,19.65,92.17,
Sabaragamuwa Region,BOPF,SAB_BOPF_32550,0.301,16.22,95.17,
Sabaragamuwa Region,BOPF,SAB_BOPF_28044,0.31,17.97,93.29,
Sabaragamuwa Region,BOPF,SAB_BOPF_39786,0.392,19.77,94.15,
Sabaragamuwa Region,BOPF,SAB_BOPF_12949,0.304,17.86,93.78,
Sabaragamuwa Region,BOPF,SAB_BOPF_33374,0.319,17.72,93.81,
Sabaragamuwa Region,BOPF,SAB_BOPF_34467,0.3,17.43,94.28,
Sabaragamuwa Region,BOPF,SAB_BOPF_39836,0.343,21.54,93.74,
Sabaragamuwa Region,BOPF,SAB_BOPF_35491,0.345,16.88,96.13,
Sabaragamuwa Region,BOPF,SAB_BOPF_00918,0.363,17.22,93.08,
Sabaragamuwa Region,BOPF,SAB_BOPF_37462,0.295,21.16,91.92,
Sabaragamuwa Region,BOPF,SAB_BOPF_21689,0.343,15.03,94.45,
Sabaragamuwa Region,BOPF,SAB_BOPF_06615,0.353,19.74,94.06,
Sabaragamuwa Region,BOPF,SAB_BOPF_12635,0.35,18.24,93.37,
Sabaragamuwa Region,BOPF,SAB_BOPF_32698,0.307,16.6,92.93,
Sabaragamuwa Region,BOPF,SAB_BOPF_13718,0.312,18.25,93.4,
Sabaragamuwa Region,BOPF,SAB_BOPF_15013,0.338,19.11,92.07,
Sabaragamuwa Region,BOPF,SAB_BOPF_10635,0.318,22.56,90.75,
Sabaragamuwa Region,BOPF,SAB_BOPF_33844,0.292,18.27,94.25,
Sabaragamuwa Region,BOPF,SAB_BOPF_10426,0.389,17.62,93.47,
Sabaragamuwa Region,BOPF,SAB_BOPF_33105,0.324,17.03,95.3,
Sabaragamuwa Region,BOPF,SAB_BOPF_17079,0.332,16.79,93.6,
Sabaragamuwa Region,BOPF,SAB_BOPF_26522,0.408,12.78,93.09,
Sabaragamuwa Region,BOPF,SAB_BOPF_06972,0.333,18.48,94.66,
Sabaragamuwa Region,BOPF,SAB_BOPF_18194,0.297,20.35,93.4,
Sabaragamuwa Region,BOPF,SAB_BOPF_34912,0.319,18.83,95.1,
Sabaragamuwa Region,BOPF,SAB_BOPF_24264,0.332,18.36,94.4,
Sabaragamuwa Region,BOPF,SAB_BOPF_18917,0.349,21.72,95.31,
Sabaragamuwa Region,BOPF,SAB_BOPF_06572,0.247,21.43,94.66,
Sabaragamuwa Region,BOPF,SAB_BOPF_04109,0.286,19.77,94.51,
Sabaragamuwa Region,BOPF,SAB_BOPF_34891,0.447,19.35,94.74,
Sabaragamuwa Region,BOPF,SAB_BOPF_39364,0.382,15.75,93.58,
Sabaragamuwa Region,BOPF,SAB_BOPF_35770,0.385,22.06,91.93,
Sabaragamuwa Region,BOPF,SAB_BOPF_09838,0.372,20.25,93.6,
Sabaragamuwa Region,BOPF,SAB_BOPF_25724,0.299,19.17,94.32,
Sabaragamuwa Region,BOPF,SAB_BOPF_19850,0.35,20.68,93.03,
Sabaragamuwa Region,BOPF,SAB_BOPF_12530,0.428,20.18,92.43,
Sabaragamuwa Region,BOPF,SAB_BOPF_15581,0.363,22.63,94.01,
Sabaragamuwa Region,BOPF,SAB_BOPF_16783,0.336,20.4,92.16,
Sabaragamuwa Region,BOPF,SAB_BOPF_32559,0.312,16.56,94.72,
Sabaragamuwa Region,BOPF,SAB_BOPF_03704,0.374,22.32,92.21,
Sabaragamuwa Region,BOPF,SAB_BOPF_15873,0.374,15.74,94.54,
Sabaragamuwa Region,BOPF,SAB_BOPF_02265,0.3,21.15,95.93,
Sabaragamuwa Region,BOPF,SAB_BOPF_22631,0.292,20.42,91.79,
Sabaragamuwa Region,BOPF,SAB_BOPF_39085,0.309,16.72,95.96,
Sabaragamuwa Region,BOPF,SAB_BOPF_37595,0.389,22.69,93.44,
Sabaragamuwa Region,BOPF,SAB_BOPF_31229,0.374,18.74,94.84,
Sabaragamuwa Region,BOPF,SAB_BOPF_03993,0.312,18.61,91.9,
Sabaragamuwa Region,BOPF,SAB_BOPF_28250,0.359,19.57,92.65,
Sabaragamuwa Region,BOPF,SAB_BOPF_08140,0.329,19.01,94.29,
Sabaragamuwa Region,BOPF,SAB_BOPF_19268,0.385,13.67,95.05,
Sabaragamuwa Region,BOPF,SAB_BOPF_35497,0.304,15.62,92.75,
Sabaragamuwa Region,BOPF,SAB_BOPF_17748,0.319,16.81,96.17,
Sabaragamuwa Region,BOPF,SAB_BOPF_02365,0.341,18.38,93.69,
Sabaragamuwa Region,BOPF,SAB_BOPF_33568,0.334,20.83,93.59,
Sabaragamuwa Region,BOPF,SAB_BOPF_34267,0.329,19.34,94.58,
Sabaragamuwa Region,BOPF,SAB_BOPF_03921,0.34,21.38,94.33,
Sabaragamuwa Region,BOPF,SAB_BOPF_36046,0.31,20.11,95.44,
Sabaragamuwa Region,BOPF,SAB_BOPF_26129,0.411,18.22,96.94,
Sabaragamuwa Region,BOPF,SAB_BOPF_02236,0.288,20.4,94.78,
Sabaragamuwa Region,BOPF,SAB_BOPF_10108,0.397,14.05,92.67,
Sabaragamuwa Region,BOPF,SAB_BOPF_13671,0.36,18.8,95.03,
Sabaragamuwa Region,BOPF,SAB_BOPF_18615,0.378,18.17,92.56,
Sabaragamuwa Region,BOPF,SAB_BOPF_03951,0.312,18.61,92.84,
Sabaragamuwa Region,BOPF,SAB_BOPF_23346,0.365,20.59,93.74,
Sabaragamuwa Region,BOPF,SAB_BOPF_39604,0.368,15.59,94.26,
Sabaragamuwa Region,BOPF,SAB_BOPF_20214,0.354,17.65,94.76,
Sabaragamuwa Region,BOPF,SAB_BOPF_09227,0.283,18.29,95.36,
Sabaragamuwa Region,BOPF,SAB_BOPF_27710,0.394,20.87,90.86,
Sabaragamuwa Region,BOPF,SAB_BOPF_01160,0.431,20.29,93.08,
Sabaragamuwa Region,BOPF,SAB_BOPF_16399,0.347,17.53,94.24,
Sabaragamuwa Region,BOPF,SAB_BOPF_19557,0.374,18.37,93.17,
Sabaragamuwa Region,BOPF,SAB_BOPF_16080,0.379,18.87,92.98,
